"id","FBN","H9_ESC"
"chr1_109439486_109446876_+","0.0234369175559785","0"
"chr1_109444412_109461411_+","0","0.0123917999147618"
"chr1_109482258_109486679_-","0","0.0123917999147618"
"chr1_109524355_109533951_-","0.0117184587779893","0"
"chr1_109524355_109554340_-","0","0.0123917999147618"
"chr1_109525231_109529302_-","0.0117184587779893","0"
"chr1_109525231_109547337_-","0.0117184587779893","0"
"chr1_109525231_109554340_-","0.0234369175559785","0"
"chr1_109533876_109554340_-","0.0117184587779893","0"
"chr1_109544846_109547337_-","0.0234369175559785","0"
"chr1_109547214_109554340_-","0.0117184587779893","0"
"chr1_109773500_109774408_+","0.0117184587779893","0"
"chr1_109859472_109860591_-","0.0117184587779893","0"
"chr1_109869614_109888503_-","0.0117184587779893","0"
"chr1_109878862_109888500_-","0.0117184587779893","0"
"chr1_109910030_109912211_-","0.0117184587779893","0"
"chr1_109952550_109953735_-","0.0234369175559785","0"
"chr1_109952550_109957985_-","0","0.0247835998295235"
"chr1_11130957_11137005_-","0.0468738351119571","0"
"chr1_11133991_11134383_-","0.0351553763339678","0"
"chr1_11181303_11182183_-","0","0.0123917999147618"
"chr1_11181303_11193254_-","0.0117184587779893","0"
"chr1_11184555_11193254_-","0.0117184587779893","0"
"chr1_111996833_111996978_+","0.0117184587779893","0"
"chr1_111998708_111999377_+","0.0117184587779893","0"
"chr1_111998708_112002258_+","0.0117184587779893","0"
"chr1_11204705_11206848_-","0.0117184587779893","0"
"chr1_112319648_112323413_-","0.0117184587779893","0"
"chr1_11307682_11308151_-","0.0117184587779893","0"
"chr1_113084573_113126748_-","0.0117184587779893","0"
"chr1_113098490_113159517_-","0.0117184587779893","0"
"chr1_113119608_113121039_-","0","0.0371753997442853"
"chr1_113119608_113134225_-","0.0117184587779893","0"
"chr1_113119608_113159517_-","0.0117184587779893","0"
"chr1_113124614_113140708_-","0.0234369175559785","0.0123917999147618"
"chr1_113140593_113159517_-","0.0234369175559785","0"
"chr1_113153463_113159517_-","0.0117184587779893","0"
"chr1_113196220_113202401_+","0.0585922938899464","0.0247835998295235"
"chr1_113196220_113209767_+","0.0351553763339678","0"
"chr1_113633940_113650379_+","0","0.0247835998295235"
"chr1_113633940_113659058_+","0","0.0123917999147618"
"chr1_113635828_113641407_+","0.0351553763339678","0"
"chr1_113635828_113662145_+","0.0117184587779893","0"
"chr1_113655101_113662145_+","0","0.0123917999147618"
"chr1_114267381_114269196_-","0.0351553763339678","0.0123917999147618"
"chr1_114319832_114320430_-","0","0.0123917999147618"
"chr1_114397093_114397671_-","0.0117184587779893","0"
"chr1_114483004_114484081_+","0.0234369175559785","0"
"chr1_114497273_114511270_+","0","0.0123917999147618"
"chr1_114680117_114682502_-","0","0.0123917999147618"
"chr1_114948032_114952938_-","0.0117184587779893","0"
"chr1_114964058_114970516_-","0.0234369175559785","0"
"chr1_115005726_115007010_-","0.175776881669839","0.0495671996590471"
"chr1_115262200_115263338_-","0.0351553763339678","0"
"chr1_115262200_115280693_-","0.0117184587779893","0"
"chr1_115267842_115280693_-","0","0.0123917999147618"
"chr1_115276353_115280693_-","0","0.0123917999147618"
"chr1_116202262_116206889_+","0","0.0247835998295235"
"chr1_117944808_117948267_+","0.117184587779893","0.0743507994885706"
"chr1_117944808_117957453_+","0.80857365568126","0.0867425994033324"
"chr1_117944808_117963271_+","1.81636111058834","0.111526199232856"
"chr1_117944808_117984947_+","0.550767562565496","0"
"chr1_117944808_118009049_+","0.0820292114459249","0"
"chr1_117948171_117963271_+","0.0117184587779893","0"
"chr1_117984853_118009049_+","0.0117184587779893","0"
"chr1_117984853_118045592_+","0.0117184587779893","0"
"chr1_118003111_118045592_+","0.0585922938899464","0.0247835998295235"
"chr1_118420631_118455305_-","0.0117184587779893","0"
"chr1_118430320_118461358_-","0","0.0123917999147618"
"chr1_118449128_118461358_-","0","0.0123917999147618"
"chr1_118454616_118461358_-","0.0234369175559785","0"
"chr1_118461219_118463047_-","0.0468738351119571","0"
"chr1_11893934_11897213_+","0.0117184587779893","0"
"chr1_1192372_1192690_-","0.0585922938899464","0"
"chr1_12049222_12052747_+","0.0234369175559785","0"
"chr1_120508076_120508189_-","0.0117184587779893","0"
"chr1_120529583_120548211_-","0.0234369175559785","0"
"chr1_12065768_12069783_+","0","0.0123917999147618"
"chr1_121115832_121116815_+","0.0117184587779893","0"
"chr1_12333060_12338095_+","0.0117184587779893","0"
"chr1_12335882_12338095_+","0.0351553763339678","0"
"chr1_12359259_12359441_+","0.0117184587779893","0"
"chr1_12359259_12368698_+","0.0234369175559785","0.0123917999147618"
"chr1_12359259_12382021_+","0.0117184587779893","0"
"chr1_12359259_12406709_+","0.0117184587779893","0"
"chr1_12382593_12423303_+","0.0117184587779893","0"
"chr1_12460238_12476880_+","0.0117184587779893","0"
"chr1_12638746_12639440_-","0","0.0247835998295235"
"chr1_13933668_13937011_+","0","0.0247835998295235"
"chr1_14042036_14075982_+","0.0117184587779893","0"
"chr1_14057495_14068652_+","0","0.0123917999147618"
"chr1_14095613_14099683_+","0.0117184587779893","0"
"chr1_14099573_14109326_+","0.0703107526679357","0"
"chr1_144598512_144598780_+","0.0117184587779893","0"
"chr1_144598512_144615303_+","0.0117184587779893","0"
"chr1_144921835_144922638_-","0.0117184587779893","0"
"chr1_144946625_144952689_-","0.0117184587779893","0"
"chr1_145227041_145248894_+","0.0117184587779893","0"
"chr1_145594039_145595220_-","0.0234369175559785","0.0123917999147618"
"chr1_145646115_145663367_+","0.0117184587779893","0"
"chr1_145787772_145791170_-","0","0.0123917999147618"
"chr1_145803308_145818826_-","0.0117184587779893","0"
"chr1_145897085_145900490_+","0.0117184587779893","0"
"chr1_145916725_145919047_+","0.0117184587779893","0"
"chr1_146724278_146731572_+","0.105466129001903","0.0123917999147618"
"chr1_146731491_146736243_+","0.0117184587779893","0"
"chr1_146736081_146751864_+","0.0117184587779893","0"
"chr1_146747017_146757164_+","0.105466129001903","0.0371753997442853"
"chr1_146757975_146759412_+","0.0117184587779893","0"
"chr1_147120048_147131890_-","0.0351553763339678","0"
"chr1_147121946_147131890_-","0.0117184587779893","0"
"chr1_147408741_147442191_+","0","0.0123917999147618"
"chr1_147438786_147442191_+","0.0117184587779893","0"
"chr1_147458431_147460753_+","0.0117184587779893","0"
"chr1_149921997_149931715_-","0.0117184587779893","0"
"chr1_149936147_149937803_-","0.0117184587779893","0"
"chr1_150198940_150201570_-","0.0234369175559785","0"
"chr1_150202906_150204264_-","0.0703107526679357","0.0123917999147618"
"chr1_150297353_150305670_+","0.0117184587779893","0"
"chr1_150390072_150418877_+","0.0117184587779893","0"
"chr1_150413399_150418877_+","0.0117184587779893","0"
"chr1_150464887_150469384_+","0.0234369175559785","0"
"chr1_150634290_150636239_-","0.0234369175559785","0"
"chr1_150789558_150795821_-","0.0117184587779893","0"
"chr1_150795670_150799093_-","0.0234369175559785","0"
"chr1_150902443_150915529_+","0","0.0123917999147618"
"chr1_150997087_150998149_+","0.0351553763339678","0"
"chr1_150997087_151001420_+","0.0117184587779893","0"
"chr1_150999709_151001420_+","0.0234369175559785","0"
"chr1_151026707_151028469_-","0","0.0123917999147618"
"chr1_151110187_151112566_-","0","0.0123917999147618"
"chr1_151139410_151139890_+","0.0585922938899464","0"
"chr1_151196724_151205179_+","0.0117184587779893","0"
"chr1_151196724_151209239_+","0.0117184587779893","0"
"chr1_151212431_151215043_+","0.0117184587779893","0"
"chr1_151234637_151236504_+","0.0117184587779893","0"
"chr1_151288049_151288985_-","0.0117184587779893","0"
"chr1_151340675_151342245_-","0","0.0123917999147618"
"chr1_151380576_151381304_-","0.0234369175559785","0"
"chr1_151380576_151384872_-","0.0117184587779893","0"
"chr1_151395873_151403317_-","0.0351553763339678","0"
"chr1_151395873_151414681_-","0.0468738351119571","0.0123917999147618"
"chr1_151400299_151403317_-","0.0468738351119571","0"
"chr1_151400299_151414681_-","0.0585922938899464","0"
"chr1_151611364_151611595_+","0.0468738351119571","0.0247835998295235"
"chr1_151611364_151641111_+","0.0234369175559785","0"
"chr1_151630711_151630903_+","0.0234369175559785","0"
"chr1_151630711_151641111_+","0.0468738351119571","0"
"chr1_151640948_151655921_+","0.0117184587779893","0"
"chr1_153636519_153641052_-","0.0117184587779893","0"
"chr1_153637696_153641033_-","0.0351553763339678","0"
"chr1_153721165_153730239_+","0.0117184587779893","0"
"chr1_153723571_153730239_+","0.0351553763339678","0.0123917999147618"
"chr1_153734046_153737539_+","0.0117184587779893","0"
"chr1_153784207_153785928_-","0.0468738351119571","0"
"chr1_153788749_153792211_-","0.0117184587779893","0"
"chr1_153907236_153910339_-","0","0.0123917999147618"
"chr1_153925047_153926082_-","0","0.0123917999147618"
"chr1_154184796_154186422_-","0.0117184587779893","0"
"chr1_154199758_154201201_+","0","0.0123917999147618"
"chr1_154213989_154218851_+","0.0117184587779893","0.0123917999147618"
"chr1_154223517_154224129_+","0.0117184587779893","0"
"chr1_154231453_154232505_+","0.0117184587779893","0"
"chr1_154232424_154239044_+","0","0.0123917999147618"
"chr1_154306583_154307067_+","0.0117184587779893","0"
"chr1_154316369_154316976_+","0.0117184587779893","0"
"chr1_155180137_155180418_+","0.0117184587779893","0"
"chr1_155307880_155330200_-","0.0117184587779893","0"
"chr1_155319118_155319387_-","0.0117184587779893","0"
"chr1_155322497_155324421_-","0.0117184587779893","0"
"chr1_155340295_155340774_-","0.0351553763339678","0"
"chr1_155365250_155429689_-","0.0351553763339678","0"
"chr1_155385535_155429689_-","0.0468738351119571","0"
"chr1_155408118_155408859_-","0.222650716781796","0.0619589995738088"
"chr1_155408118_155429689_-","0.257806093115764","0.0619589995738088"
"chr1_155408118_155491409_-","0.0117184587779893","0"
"chr1_155640111_155644887_-","0.0117184587779893","0"
"chr1_155640111_155649303_-","0.0117184587779893","0"
"chr1_155644801_155649303_-","0.16405842289185","0.0123917999147618"
"chr1_155646339_155649303_-","0.140621505335871","0.0247835998295235"
"chr1_155646339_155650247_-","0.0117184587779893","0"
"chr1_155679564_155686919_+","0.0117184587779893","0"
"chr1_155679564_155699157_+","0","0.0123917999147618"
"chr1_155679564_155701206_+","0.0117184587779893","0"
"chr1_155686797_155691409_+","0.0234369175559785","0"
"chr1_155686797_155695810_+","0.0234369175559785","0"
"chr1_155695173_155695810_+","0.0585922938899464","0.0495671996590471"
"chr1_155695173_155697529_+","0.0117184587779893","0"
"chr1_155724166_155730432_-","0.0234369175559785","0"
"chr1_155737216_155743001_-","0.0234369175559785","0"
"chr1_155742857_155747611_-","0.0234369175559785","0"
"chr1_155747413_155753880_-","0.0234369175559785","0.0123917999147618"
"chr1_155764841_155784240_-","0.0117184587779893","0"
"chr1_155790397_155796819_-","0","0.0123917999147618"
"chr1_155823067_155823597_-","0.152339964113861","0.0247835998295235"
"chr1_155874102_155874595_-","0.0117184587779893","0"
"chr1_155891166_155891709_-","0","0.0123917999147618"
"chr1_155891166_155895634_-","0.0117184587779893","0"
"chr1_155896467_155896947_-","0.0117184587779893","0"
"chr1_155899087_155899631_-","0.0234369175559785","0"
"chr1_156202111_156203519_+","0.0117184587779893","0"
"chr1_156230242_156233361_-","0.0117184587779893","0"
"chr1_156294763_156304709_-","0.0234369175559785","0"
"chr1_156303338_156304709_-","0.117184587779893","0.111526199232856"
"chr1_156761489_156767133_+","0.0117184587779893","0"
"chr1_156921365_156926356_-","0.0117184587779893","0"
"chr1_15855583_15871078_+","0.0117184587779893","0"
"chr1_15860732_15863309_+","0.0234369175559785","0"
"chr1_15890424_15890854_+","0","0.0123917999147618"
"chr1_1599766_1603068_-","0.0117184587779893","0"
"chr1_1599766_1608285_-","0","0.0123917999147618"
"chr1_160188114_160231148_-","0","0.0123917999147618"
"chr1_160201087_160210160_-","0","0.0123917999147618"
"chr1_160201087_160213824_-","0","0.0123917999147618"
"chr1_160206925_160213824_-","0.0117184587779893","0"
"chr1_160281658_160282957_-","0.0117184587779893","0"
"chr1_160293221_160302347_-","0.105466129001903","0"
"chr1_16093871_16101291_+","0","0.0123917999147618"
"chr1_161088576_161090022_+","0","0.0123917999147618"
"chr1_161748034_161772062_+","0.0234369175559785","0"
"chr1_161771842_161790951_+","0.0234369175559785","0"
"chr1_161816239_161833102_+","0.0703107526679357","0.0123917999147618"
"chr1_16199311_16203173_+","0.0468738351119571","0.0247835998295235"
"chr1_162257134_162302915_+","0.0117184587779893","0"
"chr1_16245421_16247478_+","0.0117184587779893","0"
"chr1_16268826_16274992_-","0.0117184587779893","0"
"chr1_163297278_163298697_+","0.0117184587779893","0"
"chr1_16464348_16464925_-","0.0117184587779893","0.0123917999147618"
"chr1_164768936_164790863_+","0.0117184587779893","0"
"chr1_164776779_164790863_+","0.0117184587779893","0"
"chr1_164789309_164790863_+","0.0703107526679357","0"
"chr1_16528277_16529069_-","0","0.0123917999147618"
"chr1_165712404_165723511_-","0.0117184587779893","0"
"chr1_165859441_165860559_+","0","0.0247835998295235"
"chr1_165859441_165865569_+","0.0117184587779893","0"
"chr1_166831440_166833158_-","0.0117184587779893","0"
"chr1_167301707_167307495_+","0.0117184587779893","0"
"chr1_167301707_167343533_+","0.0117184587779893","0"
"chr1_167381196_167382351_+","0.0117184587779893","0"
"chr1_167734820_167742605_+","0.0937476702239142","0"
"chr1_167734820_167745403_+","0.0351553763339678","0.0619589995738088"
"chr1_167741512_167742605_+","0","0.0123917999147618"
"chr1_167741512_167745403_+","0","0.0123917999147618"
"chr1_167921038_167944253_+","0.0468738351119571","0"
"chr1_167935867_167944253_+","0.0117184587779893","0.0123917999147618"
"chr1_168032859_168037701_+","0.0117184587779893","0"
"chr1_16817113_16817421_-","0","0.0123917999147618"
"chr1_169199956_169256646_-","0.0937476702239142","0"
"chr1_169256541_169279318_-","0.0117184587779893","0"
"chr1_169267794_169293738_-","0.0117184587779893","0"
"chr1_169292355_169293738_-","0.0234369175559785","0"
"chr1_169767998_169770112_+","0.0234369175559785","0"
"chr1_169771762_169775229_+","0.0117184587779893","0"
"chr1_169923152_169961396_-","0.0234369175559785","0"
"chr1_169985603_169993737_-","0.0117184587779893","0"
"chr1_170688867_170695542_+","0.0117184587779893","0"
"chr1_171483675_171491398_+","0","0.0123917999147618"
"chr1_171537386_171544267_+","0.0703107526679357","0"
"chr1_171537386_171556890_+","0.0117184587779893","0"
"chr1_172011149_172017890_+","0.0117184587779893","0"
"chr1_172011149_172038045_+","0.0117184587779893","0"
"chr1_172013525_172038045_+","0.0117184587779893","0"
"chr1_1721834_1724750_-","0.0234369175559785","0"
"chr1_172356273_172357949_+","0.0117184587779893","0"
"chr1_172520652_172526934_+","0.105466129001903","0.0247835998295235"
"chr1_172520652_172539870_+","0.0820292114459249","0"
"chr1_172520652_172548407_+","0.0820292114459249","0"
"chr1_172520652_172560211_+","0.128903046557882","0"
"chr1_172525009_172526934_+","0.0234369175559785","0"
"chr1_172525009_172539870_+","0.105466129001903","0.0247835998295235"
"chr1_172525009_172543138_+","0.0117184587779893","0"
"chr1_172525009_172560211_+","0.0117184587779893","0"
"chr1_1735858_1747301_-","0.0117184587779893","0"
"chr1_1735858_1749314_-","0.0585922938899464","0"
"chr1_1735858_1756938_-","0.0351553763339678","0"
"chr1_173593926_173596298_-","0.0234369175559785","0"
"chr1_173702852_173703425_+","0.0117184587779893","0"
"chr1_173720903_173726298_+","0.0234369175559785","0"
"chr1_173799798_173800768_+","0.0117184587779893","0"
"chr1_173799798_173823043_+","0.0117184587779893","0.0247835998295235"
"chr1_173814367_173819617_+","0.0117184587779893","0"
"chr1_173814367_173823043_+","0.0117184587779893","0"
"chr1_173833395_173833842_-","0.0117184587779893","0"
"chr1_173834367_173834685_-","0","0.0123917999147618"
"chr1_173915614_173934258_-","0.0117184587779893","0"
"chr1_173933977_173934258_-","0.0117184587779893","0"
"chr1_174200283_174200493_+","0.0117184587779893","0"
"chr1_174200283_174247917_+","0.0117184587779893","0"
"chr1_174241552_174274265_+","0.0234369175559785","0"
"chr1_1747195_1756938_-","0.105466129001903","0"
"chr1_1747195_1770677_-","0","0.0371753997442853"
"chr1_175937533_175937676_-","0.0117184587779893","0"
"chr1_175956079_175996824_-","0.0117184587779893","0"
"chr1_175996708_176015460_-","0","0.0123917999147618"
"chr1_176050288_176055026_-","0.0117184587779893","0"
"chr1_176050288_176085817_-","0.0117184587779893","0"
"chr1_176050288_176105683_-","0.187495340447828","0"
"chr1_176085760_176105683_-","0.0820292114459249","0.0371753997442853"
"chr1_176085760_176118210_-","0.0234369175559785","0"
"chr1_176104146_176133027_-","0.0234369175559785","0"
"chr1_176118142_176133027_-","0.0117184587779893","0"
"chr1_176118142_176153828_-","0.0820292114459249","0"
"chr1_176132005_176133027_-","0.0117184587779893","0"
"chr1_176132005_176153828_-","0.0468738351119571","0"
"chr1_176524543_176526377_+","0","0.0495671996590471"
"chr1_176903288_176934373_-","0.0234369175559785","0"
"chr1_177030214_177030401_-","0.0117184587779893","0"
"chr1_17742976_17747324_-","0","0.0123917999147618"
"chr1_178252699_178269253_+","0.0117184587779893","0"
"chr1_178745817_178754742_+","0","0.0123917999147618"
"chr1_178846633_178863159_+","0.0117184587779893","0"
"chr1_178846633_178871346_+","0.0117184587779893","0"
"chr1_179012850_179023773_+","0.0234369175559785","0"
"chr1_179033062_179033631_+","0.0234369175559785","0.0123917999147618"
"chr1_179033062_179035994_+","0.0117184587779893","0"
"chr1_17907048_17914974_+","0","0.0619589995738088"
"chr1_179086467_179087899_-","0.0117184587779893","0"
"chr1_179086467_179102509_-","0.0117184587779893","0"
"chr1_179089325_179091002_-","0.0585922938899464","0.0123917999147618"
"chr1_179100446_179100616_-","0.0234369175559785","0"
"chr1_179100446_179102509_-","0.0937476702239142","0.0495671996590471"
"chr1_179271812_179307031_+","0.0234369175559785","0"
"chr1_179304641_179310445_+","0.0234369175559785","0"
"chr1_179304641_179320597_+","0.0117184587779893","0"
"chr1_179306972_179312770_+","0.0117184587779893","0"
"chr1_179310163_179312770_+","0.0117184587779893","0"
"chr1_179311249_179312770_+","0.0468738351119571","0"
"chr1_179316735_179318077_+","0.0117184587779893","0"
"chr1_179316735_179320597_+","0.0117184587779893","0"
"chr1_179347772_179364337_+","0.0351553763339678","0"
"chr1_179858448_179873157_+","0.0117184587779893","0"
"chr1_179955304_179966310_+","0.0234369175559785","0"
"chr1_179972309_179975702_+","0.105466129001903","0"
"chr1_179972309_179993717_+","0.0117184587779893","0"
"chr1_179972309_180006224_+","0.0117184587779893","0"
"chr1_180010273_180017840_+","0.0234369175559785","0"
"chr1_180010273_180022301_+","0","0.0123917999147618"
"chr1_180031355_180034407_+","0.0117184587779893","0"
"chr1_180044157_180059931_+","0.0117184587779893","0"
"chr1_180053153_180056852_+","0.0117184587779893","0"
"chr1_180366651_180382606_-","0.0468738351119571","0.0123917999147618"
"chr1_180366651_180399397_-","0.0117184587779893","0.0123917999147618"
"chr1_180793889_180794480_+","0.0117184587779893","0"
"chr1_180953813_180957481_-","0.0117184587779893","0"
"chr1_180953813_180962561_-","0.281243010671743","0.0495671996590471"
"chr1_180953813_180974599_-","0.128903046557882","0.0123917999147618"
"chr1_181548208_181620577_+","0.0117184587779893","0"
"chr1_182841472_182852770_+","0.0117184587779893","0"
"chr1_182853748_182853948_+","0.0117184587779893","0"
"chr1_183261925_183262928_-","0.0234369175559785","0"
"chr1_183495731_183507575_+","0.0117184587779893","0"
"chr1_184703665_184718726_-","0.0234369175559785","0"
"chr1_185056684_185062408_+","0.0468738351119571","0"
"chr1_185143504_185144245_+","0.0117184587779893","0"
"chr1_185143504_185154063_+","0.0117184587779893","0"
"chr1_185143504_185159774_+","0.0117184587779893","0"
"chr1_185153375_185191168_+","0.0117184587779893","0"
"chr1_185183639_185200840_+","0.0468738351119571","0.0123917999147618"
"chr1_185269569_185276271_-","0","0.0123917999147618"
"chr1_186304470_186325581_-","0.0117184587779893","0"
"chr1_186312458_186316590_-","0.0117184587779893","0"
"chr1_186321108_186324690_-","0","0.0123917999147618"
"chr1_186321108_186340175_-","0.0117184587779893","0"
"chr1_186359843_186360923_+","0.0351553763339678","0.0247835998295235"
"chr1_193038164_193046180_+","0.0351553763339678","0"
"chr1_193038164_193051838_+","0.0117184587779893","0"
"chr1_193038164_193053787_+","0.0117184587779893","0"
"chr1_193038164_193053828_+","0.0234369175559785","0"
"chr1_193044950_193046180_+","0.0585922938899464","0"
"chr1_19483261_19486775_-","0.0117184587779893","0"
"chr1_19495929_19505714_-","0.0117184587779893","0"
"chr1_19499358_19501527_-","0.0117184587779893","0"
"chr1_19503086_19514034_-","0.0234369175559785","0"
"chr1_19518682_19519034_-","0.0117184587779893","0.0123917999147618"
"chr1_19519927_19523759_-","0.0351553763339678","0"
"chr1_196249990_196285156_-","0","0.0123917999147618"
"chr1_196367693_196397399_-","0.0117184587779893","0"
"chr1_196398707_196448368_-","0.0234369175559785","0"
"chr1_197055933_197065294_-","0","0.0123917999147618"
"chr1_197509094_197552383_-","0.0117184587779893","0"
"chr1_197552282_197684204_-","0.0468738351119571","0"
"chr1_197576203_197627499_-","0.0117184587779893","0"
"chr1_197611841_197627499_-","0.105466129001903","0"
"chr1_197611841_197684204_-","0.0234369175559785","0"
"chr1_197641167_197643299_-","0.0351553763339678","0"
"chr1_198201683_198233365_+","0.0351553763339678","0"
"chr1_198201683_198248191_+","0.0117184587779893","0"
"chr1_200539039_200575022_-","0.0117184587779893","0"
"chr1_200549382_200561368_-","0.0117184587779893","0"
"chr1_200558345_200562897_-","0.0117184587779893","0"
"chr1_200583446_200584737_-","0.0351553763339678","0"
"chr1_200729967_200730226_+","0.0117184587779893","0"
"chr1_200729967_200784772_+","0.140621505335871","0"
"chr1_200729967_200801973_+","0.0468738351119571","0"
"chr1_200776504_200784772_+","0.0117184587779893","0"
"chr1_200784689_200801973_+","0.0117184587779893","0"
"chr1_200801328_200822623_+","0.0117184587779893","0"
"chr1_201749549_201772842_+","0.0117184587779893","0"
"chr1_201779074_201786413_+","0.0117184587779893","0"
"chr1_201786216_201786413_+","0.0703107526679357","0"
"chr1_201816407_201816766_+","0.0351553763339678","0"
"chr1_201821232_201828122_+","0.0351553763339678","0"
"chr1_201823723_201828122_+","0.0117184587779893","0"
"chr1_201970504_201970895_+","0.0234369175559785","0"
"chr1_201970504_201972589_+","0.0234369175559785","0.0123917999147618"
"chr1_201970504_201973624_+","0.0117184587779893","0"
"chr1_202385915_202398057_+","0","0.0123917999147618"
"chr1_202702529_202705520_-","0","0.0123917999147618"
"chr1_202704557_202746222_-","0","0.0123917999147618"
"chr1_202709802_202733273_-","0.0117184587779893","0"
"chr1_202719787_202727638_-","0.0117184587779893","0"
"chr1_202724399_202733273_-","0.0351553763339678","0"
"chr1_202729543_202742416_-","0.0117184587779893","0"
"chr1_202742246_202743863_-","0.0117184587779893","0"
"chr1_202862367_202864845_-","0.0117184587779893","0"
"chr1_202912886_202914297_-","0.0117184587779893","0"
"chr1_203651870_203652526_+","0.0117184587779893","0"
"chr1_203668588_203677232_+","0.0117184587779893","0"
"chr1_203680005_203691817_+","0.0820292114459249","0.0123917999147618"
"chr1_204082043_204083733_+","0.0351553763339678","0.0123917999147618"
"chr1_204082043_204086318_+","0","0.0123917999147618"
"chr1_204082043_204086835_+","0.0117184587779893","0"
"chr1_204437998_204439014_-","0.0117184587779893","0"
"chr1_204494612_204501374_+","0.0234369175559785","0"
"chr1_205072985_205074296_-","0.0234369175559785","0"
"chr1_205138291_205156934_-","0.0234369175559785","0"
"chr1_205156546_205156934_-","0.0117184587779893","0"
"chr1_205388358_205389702_-","0.0117184587779893","0"
"chr1_205585606_205593019_-","0.281243010671743","0.0991343993180941"
"chr1_205588085_205589966_-","0.0351553763339678","0"
"chr1_205693054_205698749_-","0","0.0123917999147618"
"chr1_205696828_205698749_-","0.0351553763339678","0"
"chr1_205763998_205770188_-","0.0117184587779893","0"
"chr1_206516200_206516362_+","0.0117184587779893","0"
"chr1_206566046_206567030_+","0.0468738351119571","0"
"chr1_20662796_20672086_+","0.0234369175559785","0"
"chr1_20664139_20677419_+","0.0117184587779893","0"
"chr1_2075649_2087531_+","0","0.0123917999147618"
"chr1_207930359_207934791_+","0.0117184587779893","0"
"chr1_207930359_207940540_+","0","0.0123917999147618"
"chr1_208315674_208391347_-","0.0117184587779893","0"
"chr1_208383625_208391347_-","0.0468738351119571","0"
"chr1_2087434_2106752_+","0.0117184587779893","0"
"chr1_210126054_210194599_+","0","0.0123917999147618"
"chr1_210139238_210194599_+","0.0117184587779893","0"
"chr1_210186978_210194599_+","0.0820292114459249","0"
"chr1_21024872_21031392_-","0.0117184587779893","0"
"chr1_210267667_210273806_+","0","0.0123917999147618"
"chr1_210522277_210591669_+","0.0234369175559785","0"
"chr1_21071237_21100103_-","0.0117184587779893","0"
"chr1_21076216_21076468_-","0.0234369175559785","0"
"chr1_21076216_21100103_-","0.152339964113861","0.0123917999147618"
"chr1_21083659_21100103_-","0.105466129001903","0"
"chr1_21083659_21103243_-","0.0820292114459249","0"
"chr1_21083659_21106401_-","0.0117184587779893","0"
